id,title,pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,veryHealthy,veryPopular,gaps,lowFodmap,ketogenic,whole30,readyInMinutes,spoonacularSourceUrl,image,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,cuisines,calories,Fat,Saturated_Fat,Carbohydrates/g,Sugar,Cholesterol,Sodium,Protein,Vitamin_B3,Selenium,Phosphorus,Iron_mg,Vitamin_B2,Calcium,Vitamin_B1,Folate,Potassium,Copper,Zinc,Manganese,Magnesium,Vitamin_B12,Vitamin_B5,Vitamin_B6,Vitamin_E,Fiber,Vitamin_A,Vitamin_D,Vitamin_K,Vitamin_C,Alcohol,Caffeine,URL,Instructions,formatted_instructions,preprocessed_title,preprocessed_ingredients,ingredient_count,difficulty_level,flavor_profile,combined_features
16,Sliced Baguette With Radishes And Anchovy Butter,2.0003,211,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/sliced-baguette-with-radishes-and-anchovy-butter-16,https://spoonacular.com/recipeImages/16-556x370.jpg,322,43,4,2.81,87.77,9.42,Sidedish,"chives, coarse kosher salt, anchovy, unsalted butter, fresh chives, baguette, radishes",American,946.35,94.01,58.79,22.69,1.29,248.83,487.31,6.78,3.15,15.76,96.39,1.76,0.21,88.25,0.22,101.52,217.94,0.15,0.75,0.26,23.81,0.24,0.42,0.07,2.82,1.95,3147.88,1.7,23.86,9.99,0,0,https://spoonacular.com/sliced-baguette-with-radishes-and-anchovy-butter-16,"Mix butter, 2 chopped anchovy fillets, and 2 tablespoons chives in small bowl, adding 1 more chopped anchovy fillet to taste, if desired. Season with salt and freshly ground black pepper.
Spread anchovy butter over 1 side of each baguette slice. Top each baguette slice with radish slices, overlapping slightly to cover bread.
Garnish with additional chopped chives and serve.","1) Mix butter, 2 chopped anchovy fillets, and 2 tablespoons chives in small bowl, adding 1 more chopped anchovy fillet to taste, if desired.
2) Season with salt and freshly ground black pepper.
3) Spread anchovy butter over 1 side of each baguette slice.
4) Top each baguette slice with radish slices, overlapping slightly to cover bread.
5) Garnish with additional chopped chives and serve.",sliced baguette radish anchovy butter,chive coarse kosher salt anchovy unsalted butter fresh chive baguette radish,7,Easy,Buttery,sliced baguette radish anchovy butter chive coarse kosher salt anchovy unsalted butter fresh chive baguette radish
17,Savory Slow Roasted Tomatoes with Filet of Anchovy,5.0855,507,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,GAPS_5,TRUE,FALSE,TRUE,45,https://spoonacular.com/savory-slow-roasted-tomatoes-with-filet-of-anchovy-17,https://spoonacular.com/recipeImages/17-556x370.jpg,1600,90,99,47.17,44.21,8.62,Maindish,"summer squash, fire-roasted tomatoes, extra virgin olive oil, sun-dried tomatoes, anchovy filets, salt & pepper, herbs, remove from oven, tomatoes, top sirloin, pomodori al forno con le acciughe",American,479.22,23.3,5.17,10.23,6.89,142.94,353.64,55.94,18.43,75.51,568.24,5.03,0.37,101.42,0.28,69.37,1491.14,0.37,9.76,0.35,88.36,2.22,1.82,1.65,4.07,3.11,2124.67,0,34.97,34.46,0,0,https://spoonacular.com/savory-slow-roasted-tomatoes-with-filet-of-anchovy-17,"It's tomato season, so keep it simple while cooking. No need to make heavy sauces with all those gorgeous tomatoes that are bursting with flavor - try a simple 5 ingredient recipe with slow roasted tomatoes, herbs, loads of olive oil and topped with a filet of anchovy! This recipe is straight from the seaside of Le Marche, where we first devoured this delicious antipasto in Numana.On a hot summer's day, we keep the kitchen oven off & make these in our outdoor wood burning oven!Roasted Tomatoes with Anchovies
Pomodori al forno con le acciugheserves 44 round tomatoes (we grow & use grappolo for this dish)small handful of any fresh herbs you like, chopped - we use oregano but you can also use basil, thyme, etc.salt & peppergood quality extra virgin olive oil8 high quality anchovy filets, (we use anchovies from Sardegna packed in salt)Preheat oven to 150 C or 280 F
Cut the top 3rd off the tomatoes & discard top.
Place tomatoes on a baking tray, lined with parchment paper. Sprinkle generously with salt, pepper & herbs.
Drizzle with a generous amount of olive oil.
Place in the oven for 4-6 hours depending on the size of your tomatoes. Every once in a while as you pass the kitchen, baste the tomatoes in the juices & olive oil in the pan.Once the tomatoes shrivel up a bit & start to look sun-dried, they are ready. They should still hold their shape & not become mush.
Remove from oven, top each tomato with a whole anchovy filet.
Serve warm or room temperature with olive oil from the baking pan drizzled over the top.","1) It's tomato season, so keep it simple while cooking.
2) No need to make heavy sauces with all those gorgeous tomatoes that are bursting with flavor - try a simple 5 ingredient recipe with slow roasted tomatoes, herbs, loads of olive oil and topped with a filet of anchovy!
3) This recipe is straight from the seaside of Le Marche, where we first devoured this delicious antipasto in Numana.
4) On a hot summer's day, we keep the kitchen oven off & make these in our outdoor wood burning oven!Roasted Tomatoes with Anchovies
Pomodori al forno con le acciugheserves 44 round tomatoes (we grow & use grappolo for this dish)small handful of any fresh herbs you like, chopped - we use oregano but you can also use basil, thyme, etc.salt & peppergood quality extra virgin olive oil8 high quality anchovy filets, (we use anchovies from Sardegna packed in salt)Preheat oven to 150 C or 280 F
Cut the top 3rd off the tomatoes & discard top.
5) Place tomatoes on a baking tray, lined with parchment paper.
6) Sprinkle generously with salt, pepper & herbs.
7) Drizzle with a generous amount of olive oil.
8) Place in the oven for 4-6 hours depending on the size of your tomatoes.
9) Every once in a while as you pass the kitchen, baste the tomatoes in the juices & olive oil in the pan.
10) Once the tomatoes shrivel up a bit & start to look sun-dried, they are ready.
11) They should still hold their shape & not become mush.
12) Remove from oven, top each tomato with a whole anchovy filet.
13) Serve warm or room temperature with olive oil from the baking pan drizzled over the top.",savory slow roasted tomato filet anchovy,summer squash fire roasted tomato extra virgin olive oil sun dried tomato anchovy filet salt pepper herb remove oven tomato top sirloin pomodori al forno con le acciughe,11,Intermediate,Salty,savory slow roasted tomato filet anchovy summer squash fire roasted tomato extra virgin olive oil sun dried tomato anchovy filet salt pepper herb remove oven tomato top sirloin pomodori al forno con le acciughe
18,Anchovy Vinaigrette,3.0948,244,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,TRUE,FALSE,FALSE,45,https://spoonacular.com/anchovy-vinaigrette-18,https://spoonacular.com/recipeImages/18-556x370.jpg,159,62,9,5.55,67.1,27.35,Sidedish,"dijon mustard, club soda, kids, extra virgin olive oil, bell pepper, oil-packed anchovies, cream-style corn, red wine vinegar, kitchen & tabletop, food dye, wine",American,234.07,9.57,1.33,8.78,4.34,2.55,138.15,1.78,1.59,2.83,58.67,1.1,0.11,25.14,0.05,36.68,324.67,0.04,0.47,0.28,28.23,0,0.32,0.3,2.57,1.62,2335.42,0,9.45,95.22,15.39,0,https://spoonacular.com/anchovy-vinaigrette-18,Detailed instructions can be found here: http://goop.com/newsletter/126/en/,1) Detailed instructions can be found here: http://goop.com/newsletter/126/en/,anchovy vinaigrette,dijon mustard club soda kid extra virgin olive oil bell pepper oil packed anchovy cream style corn red wine vinegar kitchen tabletop food dye wine,12,Hard,Spicy,anchovy vinaigrette dijon mustard club soda kid extra virgin olive oil bell pepper oil packed anchovy cream style corn red wine vinegar kitchen tabletop food dye wine
19,No-knead Fennel & Anchovy Pizza,3.8489,808,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,26,https://spoonacular.com/no-knead-fennel-anchovy-pizza-19,https://spoonacular.com/recipeImages/19-556x370.jpg,582,78,50,12.97,24.18,62.85,Maindish,"lemon zest, mozzarella cheese, cornmeal, anchovy, fennel bulb, pepper, flour, fennel, olive oil, pizza dough",Italian,673.11,19.12,4.84,111.8,8.33,16.53,1398.69,23.06,4.61,9.14,398.28,8.62,0.27,420.31,0.08,177.73,2707.41,0.45,1.94,1.38,117.37,0.45,1.56,0.32,1.41,22.35,997.19,0,7.7,78.08,0,0,https://spoonacular.com/no-knead-fennel-anchovy-pizza-19,"Preheat oven to 500 F. If you have a pizza stone, stick it in the oven.In a small skillet, heat 1 tablespoon olive oil over medium heat.
Add fennel slices and cook, stirring occasionally, until slightly browned.
Remove from heat.With floured hands over a floured surface, stretch or toss (if you know how) the dough until it is 10-12"", taking care not to stretch it too thin. Uneven is okay, this dough makes a rustic crust. No need to aim for a perfect circle either. Press small thumbprints around the crust and brush with remaining tablespoon olive oil.Sprinkle a baking sheet with cornmeal and transfer the crust over. Re-shape if it's gone askew. Top with the mozzarella slices, fennel, and anchovy. Slide onto the pizza stone, or place baking sheet in oven.Cook until crust looks golden brown and cheese is bubbling, 6-10 minutes. When ready, carefully pull from the oven, top with lemon zest, a few cracks of pepper and the fennel fronds. Slice and serve. For the No-Knead Pizza Dough recipe and the story behind it, see the Tasting
Table.com article, Jim Lahey Reveals His Recipe for No-Knead Pizza Dough No time to wait for No-Knead?
Roll your sleeves up and try our recipe for Homemade Thin Crust Pizza
Pin itLast Week's Posted Email: On Making Your Own Pasta
Show Nutritionbalancedsugar-conscious
Per serving, based on2servings.(% daily value)Calories541Fat2 g(3%)Saturated3 g(7%)Carbs58 g(3%)Fiber2 g(7%)Sugars3 gProtein7 g(4%)Cholesterol5 mg(5%)Sodium2 mg(9%)","1) Preheat oven to 500 F.
2) If you have a pizza stone, stick it in the oven.
3) In a small skillet, heat 1 tablespoon olive oil over medium heat.
4) Add fennel slices and cook, stirring occasionally, until slightly browned.
5) Remove from heat.
6) With floured hands over a floured surface, stretch or toss (if you know how) the dough until it is 10-12"", taking care not to stretch it too thin.
7) Uneven is okay, this dough makes a rustic crust.
8) No need to aim for a perfect circle either.
9) Press small thumbprints around the crust and brush with remaining tablespoon olive oil.
10) Sprinkle a baking sheet with cornmeal and transfer the crust over.
11) Re-shape if it's gone askew.
12) Top with the mozzarella slices, fennel, and anchovy.
13) Slide onto the pizza stone, or place baking sheet in oven.
14) Cook until crust looks golden brown and cheese is bubbling, 6-10 minutes.
15) When ready, carefully pull from the oven, top with lemon zest, a few cracks of pepper and the fennel fronds.
16) Slice and serve.
17) For the No-Knead Pizza Dough recipe and the story behind it, see the Tasting
Table.com article, Jim Lahey Reveals His Recipe for No-Knead Pizza Dough
18) No time to wait for No-Knead?
Roll your sleeves up and try our recipe for Homemade Thin Crust Pizza
Pin itLast Week's Posted Email: On Making Your Own Pasta
Show Nutritionbalancedsugar-conscious
Per serving, based on2servings.(% daily value)Calories541Fat2 g(3%)Saturated3 g(7%)Carbs58 g(3%)Fiber2 g(7%)Sugars3 gProtein7 g(4%)Cholesterol5 mg(5%)Sodium2 mg(9%)",knead fennel anchovy pizza,lemon zest mozzarella cheese cornmeal anchovy fennel bulb pepper flour fennel olive oil pizza dough,10,Intermediate,Spicy,knead fennel anchovy pizza lemon zest mozzarella cheese cornmeal anchovy fennel bulb pepper flour fennel olive oil pizza dough
20,"Pan-roasted East Coast Skate, Anchovy And Broccoli Pickle",1.9976,193,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,8,https://spoonacular.com/pan-roasted-east-coast-skate-anchovy-and-broccoli-pickle-20,https://spoonacular.com/recipeImages/20-556x370.jpg,221,15,2,1.8,93.88,4.32,Maindish,"anchovies, capers, sea-salt, sherry vinegar, extra virgin olive oil, unsalted butter, green chilli, tarragon, skate wings, ice water, juice of lime, garlic, green olives",American,487.36,52.31,10.09,5.41,0.9,18.23,1103.6,2.26,0.91,2.3,22.15,1.37,0.06,59.91,0.02,10.23,120.5,0.12,0.23,0.19,17.85,0,0,0.09,7.56,2.19,431.73,0,27.37,7.65,0,0,https://spoonacular.com/pan-roasted-east-coast-skate-anchovy-and-broccoli-pickle-20,Detailed instructions can be found here: http://www.britishlarder.co.uk/pan-roasted-east-coast-skate-anchovy-and-broccoli-pickle/#axzz1T51y8oVG,1) Detailed instructions can be found here: http://www.britishlarder.co.uk/pan-roasted-east-coast-skate-anchovy-and-broccoli-pickle/#axzz1T51y8oVG,pan roasted east coast skate anchovy broccoli pickle,anchovy caper sea salt sherry vinegar extra virgin olive oil unsalted butter green chilli tarragon skate wing ice water juice lime garlic green olive,13,Hard,Spicy,pan roasted east coast skate anchovy broccoli pickle anchovy caper sea salt sherry vinegar extra virgin olive oil unsalted butter green chilli tarragon skate wing ice water juice lime garlic green olive
21,"Anchovies, Beans And Rocket",19.0752,2648,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/anchovies-beans-and-rocket-21,https://spoonacular.com/recipeImages/21-556x370.jpg,1535,85,100,45.14,31.82,23.04,Maindish,"pinto beans, extra firm tofu, extra-virgin olive oil, pinenuts, anchovies in extra virgin olive oil, parsley, rocket, borlotti beans",American,1737.43,61.63,9.49,100.41,24.96,2.91,1640.68,196.71,7.35,10,2700.71,33.72,1,926.33,2.31,434.37,4713.46,5.27,16.8,1.08,771.9,0,0.72,0.62,3.4,22.35,1525.12,0,132.78,13.63,0,0,https://spoonacular.com/anchovies-beans-and-rocket-21,Detailed instructions can be found here: http://saladpride.blogspot.com/2011/10/anchovies-beans-and-rocket.html,1) Detailed instructions can be found here: http://saladpride.blogspot.com/2011/10/anchovies-beans-and-rocket.html,anchovy bean rocket,pinto bean extra firm tofu extra virgin olive oil pinenuts anchovy extra virgin olive oil parsley rocket borlotti bean,8,Easy,Salty,anchovy bean rocket pinto bean extra firm tofu extra virgin olive oil pinenuts anchovy extra virgin olive oil parsley rocket borlotti bean
22,Anchovy And Onion Tart,1.0759,286,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/anchovy-and-onion-tart-22,https://spoonacular.com/recipeImages/22-556x370.jpg,1535,67,19,9.43,32.44,58.13,Sidedish,"active yeast, bouquet garni, onions, salt, rosemary, anchovy filets, olives, flour, salt and pepper, olive oil",American,453.01,16.45,2.38,66.33,8.24,4.8,1491.51,10.76,5.54,25.23,145.08,3.99,0.43,76.69,0.71,179.83,393.53,0.2,1.01,0.7,38.62,0,0.72,0.29,2.42,5.61,64.67,0,11.56,14.17,0,0,https://spoonacular.com/anchovy-and-onion-tart-22,Detailed instructions can be found here: https://www.saveur.com/article/Recipes/Caramelized-Onion-Tart/,1) Detailed instructions can be found here: https://www.saveur.com/article/Recipes/Caramelized-Onion-Tart/,anchovy onion tart,active yeast bouquet garni onion salt rosemary anchovy filet olive flour salt pepper olive oil,10,Intermediate,Salty,anchovy onion tart active yeast bouquet garni onion salt rosemary anchovy filet olive flour salt pepper olive oil
23,"Cauliflower, Anchovies and Tomatoes",3.7032,497,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/cauliflower-anchovies-and-tomatoes-23,https://spoonacular.com/recipeImages/23-556x370.jpg,2345,89,92,9.24,54.57,36.19,Maindish,"anchovies, capers, chives, balsamic vinegar, extra virgin olive oil, bell pepper, salt, cauliflower, red chilli pepper, fish, parsley, cherry tomatoes, tomatoes, vegetarian bacon, salad mix",American,242.49,15.35,2.15,22.91,14.56,2.92,314.57,5.85,3.7,2.95,142,2.84,0.18,64.54,0.29,106.37,1073.76,0.29,0.96,0.56,55.83,0.07,0.71,0.58,5.13,5.2,5490.57,0,100.23,183.66,0,0,https://spoonacular.com/cauliflower-anchovies-and-tomatoes-23,Detailed instructions can be found here: http://saladpride.blogspot.com/2011/10/cauliflower-anchovies-and-tomatoes.html,1) Detailed instructions can be found here: http://saladpride.blogspot.com/2011/10/cauliflower-anchovies-and-tomatoes.html,cauliflower anchovy tomato,anchovy caper chive balsamic vinegar extra virgin olive oil bell pepper salt cauliflower red chilli pepper fish parsley cherry tomato tomato vegetarian bacon salad mix,15,Hard,Spicy,cauliflower anchovy tomato anchovy caper chive balsamic vinegar extra virgin olive oil bell pepper salt cauliflower red chilli pepper fish parsley cherry tomato tomato vegetarian bacon salad mix
25,Anchovy Fries with Smoked Paprika Aioli,2.6441,140,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/anchovy-fries-with-smoked-paprika-aioli-25,https://spoonacular.com/recipeImages/25-556x370.jpg,5524,40,9,17.85,64.8,17.35,Sidedish,"anchovies, vegetable oil, eggs, lemon juice, paprika, hungarian paprika, garlic clove, lemon wedges, flour, panko bread crumbs, olive oil, kosher salt",American,379.83,27.3,5.52,16.44,1.11,113.12,477.11,16.92,9.38,33.29,174.24,3.5,0.34,123.71,0.23,44.68,304.69,0.19,1.53,0.24,34.9,0.59,0.83,0.16,3.75,1.11,513.05,0.43,14.16,2.11,0,0,https://spoonacular.com/anchovy-fries-with-smoked-paprika-aioli-25,"Stir mayonnaise, lemon juice, garlic, and paprikas together in a bowl. Chill aioli until serving.
Clean fish (steps 1 and 2 of ""You Found the Fish,"" below).
Preheat oven to Line a rimmed baking sheet with paper towels and keep warm in oven. Fill a large pot with 1 in. oil, insert a deep-fry thermometer, and bring oil to 375 over medium-high heat.
Combine flour and 1/2 tsp. salt in a pie pan, and panko and remaining 1/2 tsp. salt in another pie pan. In a shallow bowl, whisk eggs to blend. Dip fish in flour, shaking off excess, then in egg, then in panko, turning to coat; set on a baking sheet.
Fry one-quarter of fish at a time until golden, 1 to 1 1/2 minutes.
Transfer to pan in oven.
Serve with aioli and lemon wedges.
You Found the Fish--Now What? Some markets will clean them for you, but if not, you can do it yourself easily enough--it just takes a little practice.
SCALE AND CUT. Scrape off the scales gently with fingertips.
Cut through both sides of belly 1/4 in. from edge, from collar to tail.
CLEAN. Pull out the guts; rinse the fish inside and out. Snip off fins.
FILLET (RAW). Score fish all the way around collar just to the bone. Slide your index finger into cut on one side of collar and your middle finger into the other side. Slide your fingers along spine to tail, pulling fillets free.
Cut off tail and pull out any remaining bones.
FILLET (COOKED). Make 3 cuts through flesh to bones: along the length of the spine (to one side of it), at collar, and just above tail. Slide knife under fillet to free it from spine, and lift it off. Pull up tail and lift off spine and head to free bottom fillet. Pull out any remaining bones.
*If you can't find fresh anchovies or smelt, you can make the recipe with sardines: Discard heads and tails, and cut bodies into 2-in. pieces.
Cut cooked meat from the bones.
Note: Find these little fish at some grocery stores, fish markets (you might need to order them), and Asian markets. If you live near a coastal town, head to the docks-fresh anchovies and smelt are often sold as bait. Look for fish with bright eyes, shiny skin, and a mild aroma. They're very perishable, so plan to cook them the same day.
Note: Nutritional analysis is per serving.","1) Stir mayonnaise, lemon juice, garlic, and paprikas together in a bowl.
2) Chill aioli until serving.
3) Clean fish (steps 1 and 2 of ""You Found the Fish,"" below).
4) Preheat oven to Line a rimmed baking sheet with paper towels and keep warm in oven.
5) Fill a large pot with 1 in.
6) oil, insert a deep-fry thermometer, and bring oil to 375 over medium-high heat.
7) Combine flour and 1/2 tsp. salt in a pie pan, and panko and remaining 1/2 tsp. salt in another pie pan.
8) In a shallow bowl, whisk eggs to blend.
9) Dip fish in flour, shaking off excess, then in egg, then in panko, turning to coat; set on a baking sheet.
10) Fry one-quarter of fish at a time until golden, 1 to 1 1/2 minutes.
11) Transfer to pan in oven.
12) Serve with aioli and lemon wedges.
13) You Found the Fish--Now What?
14) Some markets will clean them for you, but if not, you can do it yourself easily enough--it just takes a little practice.
SCALE AND CUT.
15) Scrape off the scales gently with fingertips.
16) Cut through both sides of belly 1/4 in.
17) from edge, from collar to tail.
CLEAN.
18) Pull out the guts; rinse the fish inside and out.
19) Snip off fins.
20) FILLET (RAW).
21) Score fish all the way around collar just to the bone.
22) Slide your index finger into cut on one side of collar and your middle finger into the other side.
23) Slide your fingers along spine to tail, pulling fillets free.
24) Cut off tail and pull out any remaining bones.
25) FILLET (COOKED).
26) Make 3 cuts through flesh to bones: along the length of the spine (to one side of it), at collar, and just above tail.
27) Slide knife under fillet to free it from spine, and lift it off.
28) Pull up tail and lift off spine and head to free bottom fillet.
29) Pull out any remaining bones.
30) *If you can't find fresh anchovies or smelt, you can make the recipe with sardines: Discard heads and tails, and cut bodies into 2-in.
31) pieces.
32) Cut cooked meat from the bones.
33) Note: Find these little fish at some grocery stores, fish markets (you might need to order them), and Asian markets.
34) If you live near a coastal town, head to the docks-fresh anchovies and smelt are often sold as bait.
35) Look for fish with bright eyes, shiny skin, and a mild aroma.
36) They're very perishable, so plan to cook them the same day.
37) Note: Nutritional analysis is per serving.",anchovy fry smoked paprika aioli,anchovy vegetable oil egg lemon juice paprika hungarian paprika garlic clove lemon wedge flour panko bread crumb olive oil kosher salt,12,Hard,Spicy,anchovy fry smoked paprika aioli anchovy vegetable oil egg lemon juice paprika hungarian paprika garlic clove lemon wedge flour panko bread crumb olive oil kosher salt
26,Sliced Baguette With Radishes And Anchovy Butter,0.153,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,25,https://spoonacular.com/sliced-baguette-with-radishes-and-anchovy-butter-26,https://spoonacular.com/recipeImages/26-556x370.jpg,244,3,0,3,87.37,9.63,Sidedish,"chives, coarse kosher salt, anchovy, unsalted butter, fresh chives, baguette, radishes",American,59.43,5.88,3.68,1.46,0.1,15.55,212.16,0.45,0.2,0.99,0,0,0,0,0,7.33,0,0,0,0.02,0,0,0,0,0.18,0,237.55,0,3.49,1.17,0,0,https://spoonacular.com/sliced-baguette-with-radishes-and-anchovy-butter-26,"Mix butter, 2 chopped anchovy fillets, and 2 tablespoons chives in small bowl, adding 1 more chopped anchovy fillet to taste, if desired. Season with salt and freshly ground black pepper.
Spread anchovy butter over 1 side of each baguette slice. Top each baguette slice with radish slices, overlapping slightly to cover bread.
Garnish with additional chopped chives and serve.
89 calories, 6 g fat, 4 g fiber
Nutritional analysis provided by Bon Apptit","1) Mix butter, 2 chopped anchovy fillets, and 2 tablespoons chives in small bowl, adding 1 more chopped anchovy fillet to taste, if desired.
2) Season with salt and freshly ground black pepper.
3) Spread anchovy butter over 1 side of each baguette slice.
4) Top each baguette slice with radish slices, overlapping slightly to cover bread.
5) Garnish with additional chopped chives and serve.
6) 89 calories, 6 g fat, 4 g fiber
Nutritional analysis provided by Bon Apptit",sliced baguette radish anchovy butter,chive coarse kosher salt anchovy unsalted butter fresh chive baguette radish,7,Easy,Buttery,sliced baguette radish anchovy butter chive coarse kosher salt anchovy unsalted butter fresh chive baguette radish
27,Cook the Book: Braided Beef with Anchovies and Olives,5.1007,478,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,GAPS_FULL,TRUE,FALSE,TRUE,45,https://spoonacular.com/cook-the-book-braided-beef-with-anchovies-and-olives-27,https://spoonacular.com/recipeImages/27-556x370.jpg,244,90,99,59.16,37.11,3.73,Maindish,"loin roast, extra virgin olive oil, kalamata olives, anchovy, bell pepper",American,592.97,23.67,5.81,5.36,3.25,236.48,542.83,84.91,23.2,105.26,860.8,2.76,0.77,49.95,1.67,35.85,1573.21,0.27,6.95,0.12,110.63,1.93,3.03,3,3.24,2.31,2426.02,1.46,6.78,95.14,0,0,https://spoonacular.com/cook-the-book-braided-beef-with-anchovies-and-olives-27,"Crush the anchovies to a paste in a mortar (or pulse in a food processor). Chop half of the olives, and crush them together with the anchovies.
Cut the fillet lengthwise into 3 long strips, stopping 1 inch from the end.
Spread the anchovy mixture evenly along one side of each strip. Braid the meat tightly, tying it firmly together at the end with kitchen string. Use your palms to flatten the braid to an even thickness, then push any anchovy stuffing back into the braids.
Brush the meat all over with 1 tablespoon of the olive oil.
Brush a chapa (a flat piece of cast iron set over a fire) or large cast-iron griddle with the remaining 1 tablespoon olive oil and heat over medium heat until a drop of water sizzles on the surface.
Add the beef and cook without moving for 10 minutes, or until it is nicely browned on the first side. Turn the meat over and sear on the other side for about 6 minutes—the meat should be quite rare. Continue turning and cooking the meat until all the sides are seared and it is done to taste.
Transfer the meat to a carving board and let rest for 5 minutes.
Meanwhile, lightly smash the remaining olives and place alongside the meat. The juices will run together.
Remove the string, carve the beef into thick slices, and season with pepper.
Serve with olives and juices.","1) Crush the anchovies to a paste in a mortar (or pulse in a food processor).
2) Chop half of the olives, and crush them together with the anchovies.
3) Cut the fillet lengthwise into 3 long strips, stopping 1 inch from the end.
4) Spread the anchovy mixture evenly along one side of each strip.
5) Braid the meat tightly, tying it firmly together at the end with kitchen string.
6) Use your palms to flatten the braid to an even thickness, then push any anchovy stuffing back into the braids.
7) Brush the meat all over with 1 tablespoon of the olive oil.
8) Brush a chapa (a flat piece of cast iron set over a fire) or large cast-iron griddle with the remaining 1 tablespoon olive oil and heat over medium heat until a drop of water sizzles on the surface.
9) Add the beef and cook without moving for 10 minutes, or until it is nicely browned on the first side.
10) Turn the meat over and sear on the other side for about 6 minutes—the meat should be quite rare.
11) Continue turning and cooking the meat until all the sides are seared and it is done to taste.
12) Transfer the meat to a carving board and let rest for 5 minutes.
13) Meanwhile, lightly smash the remaining olives and place alongside the meat.
14) The juices will run together.
15) Remove the string, carve the beef into thick slices, and season with pepper.
16) Serve with olives and juices.",cook book braided beef anchovy olive,loin roast extra virgin olive oil kalamata olive anchovy bell pepper,5,Easy,Spicy,cook book braided beef anchovy olive loin roast extra virgin olive oil kalamata olive anchovy bell pepper
28,Potato Salad With Green Goddess Dressing,2.3848,308,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/potato-salad-with-green-goddess-dressing-28,https://spoonacular.com/recipeImages/28-556x370.jpg,1233,88,37,13.73,17.84,68.43,Starter,"anchovies, sugar, basil, lemon juice, new potatoes, salt, red wine vinegar, tarragon, red onion, parsley, strained yogurt, olive oil",American,260.24,5.29,0.82,45.64,4.82,2.47,224.62,9.15,2.91,4.65,193.58,2.8,0.21,102.35,0.21,53.68,1132.87,0.29,1.01,0.58,68.74,0.26,0.84,0.78,0.73,5.69,252.86,0,31.93,51.67,0,0,https://spoonacular.com/potato-salad-with-green-goddess-dressing-28,Detailed instructions can be found here: http://theyearinfood.com/2011/07/potato-salad-with-green-goddess-dressing.html,1) Detailed instructions can be found here: http://theyearinfood.com/2011/07/potato-salad-with-green-goddess-dressing.html,potato salad green goddess dressing,anchovy sugar basil lemon juice new potato salt red wine vinegar tarragon red onion parsley strained yogurt olive oil,12,Hard,Salty,potato salad green goddess dressing anchovy sugar basil lemon juice new potato salt red wine vinegar tarragon red onion parsley strained yogurt olive oil
